Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,Income
Bachelors,2012,Bangalore,3,26,Male,No,4,0,687985
Bachelors,2013,Pune,3,24,Male,No,2,0,476205
Masters,2017,New Delhi,3,24,Male,No,2,1,546847
Bachelors,2014,Bangalore,1,25,Male,Yes,3,0,1279905
Bachelors,2018,Bangalore,3,28,Male,No,1,1,463288
Bachelors,2017,Bangalore,3,28,Male,Yes,3,0,596630
Masters,2013,Bangalore,3,28,Female,Yes,2,1,407375
Bachelors,2013,Bangalore,3,26,Male,Yes,4,0,668938
Masters,2018,New Delhi,1,24,Male,Yes,2,1,1255074
Bachelors,2012,Bangalore,3,25,Male,No,3,0,690162
PHD,2013,New Delhi,2,27,Female,No,5,0,857382
Masters,2018,New Delhi,3,28,Male,Yes,2,1,511857
Bachelors,2014,Bangalore,3,28,Male,No,3,1,504605
Bachelors,2014,Pune,3,27,Male,No,5,0,634429
Bachelors,2013,New Delhi,3,24,Female,No,2,1,450337
Bachelors,2015,Pune,2,28,Female,No,1,1,883837
Bachelors,2015,Pune,2,26,Female,No,4,1,1086896
Bachelors,2017,New Delhi,2,28,Female,No,3,0,1054659
Masters,2012,Pune,3,27,Female,No,5,1,488528
Masters,2017,Pune,3,25,Female,Yes,3,1,607683
Masters,2013,New Delhi,2,25,Male,No,3,1,916204
Masters,2017,New Delhi,2,27,Male,No,5,1,904781
Bachelors,2017,Bangalore,3,24,Male,No,2,0,476153
Bachelors,2016,Pune,2,24,Female,No,2,1,820116
Bachelors,2012,Bangalore,3,26,Female,No,4,0,463094
Bachelors,2012,Bangalore,3,24,Male,No,2,1,577684
Masters,2017,Pune,2,24,Male,No,2,0,922773
Bachelors,2015,Pune,2,25,Female,Yes,3,1,937202
Bachelors,2015,New Delhi,3,26,Female,Yes,4,0,544235
Bachelors,2013,Pune,2,24,Male,Yes,2,1,996498
Bachelors,2013,Pune,3,25,Male,No,3,0,505100
PHD,2015,New Delhi,2,28,Female,No,1,0,1089142
Bachelors,2016,Pune,3,24,Male,No,2,0,695946
Bachelors,2017,Bangalore,3,24,Female,No,2,0,693158
Bachelors,2016,Bangalore,3,27,Male,No,5,0,458838
Bachelors,2017,Bangalore,3,25,Female,No,3,0,629029
Masters,2014,New Delhi,3,27,Male,No,5,0,616961
Bachelors,2016,Bangalore,3,27,Male,No,5,0,542592
Bachelors,2016,Bangalore,3,28,Female,No,3,0,458101
Bachelors,2018,Pune,3,25,Male,No,3,1,697996
Bachelors,2013,Bangalore,3,26,Male,Yes,4,1,613479
Bachelors,2015,New Delhi,3,25,Male,No,3,1,497105
Bachelors,2017,New Delhi,2,25,Female,No,3,1,998867
Bachelors,2012,Bangalore,3,25,Male,Yes,3,0,560073
Bachelors,2014,New Delhi,3,28,Female,No,2,0,677166
Bachelors,2017,New Delhi,2,27,Female,No,5,0,818202
Bachelors,2018,Pune,3,26,Male,No,4,1,559494
Masters,2014,New Delhi,3,28,Male,No,2,0,646354
Bachelors,2013,Bangalore,3,27,Male,No,5,1,684081
Masters,2017,Pune,3,25,Male,No,3,1,696785
Bachelors,2018,Bangalore,3,28,Male,No,2,1,549234
Bachelors,2016,Bangalore,3,24,Male,No,2,0,614078
Bachelors,2012,Bangalore,3,24,Male,Yes,2,0,681193
Bachelors,2015,Bangalore,3,28,Female,No,1,0,657610
Bachelors,2014,Bangalore,3,24,Male,No,2,0,500077
Bachelors,2013,Pune,3,27,Male,No,5,0,403155
Bachelors,2016,New Delhi,3,24,Female,No,2,0,423505
Bachelors,2012,Bangalore,3,25,Female,No,3,0,401924
Bachelors,2012,Pune,3,28,Male,No,3,0,544413
Bachelors,2018,Pune,3,25,Male,Yes,3,1,650215
Bachelors,2014,Bangalore,3,27,Male,No,5,1,412825
Bachelors,2016,Bangalore,3,27,Female,No,5,0,592307
Masters,2015,Pune,2,24,Female,No,2,0,938461
Masters,2014,Bangalore,3,24,Female,No,2,1,426317
Bachelors,2013,Bangalore,3,25,Male,No,3,0,502374
Masters,2017,New Delhi,3,24,Male,No,2,0,669227
Bachelors,2015,Bangalore,3,25,Male,No,3,0,473977
Bachelors,2017,Bangalore,3,24,Male,No,2,0,472151
Bachelors,2017,New Delhi,2,28,Male,No,3,0,930291
Bachelors,2016,Bangalore,3,28,Male,No,2,0,474049
PHD,2014,New Delhi,3,24,Male,No,2,0,629598
Masters,2017,New Delhi,2,26,Female,No,4,0,842305
Masters,2018,New Delhi,3,25,Male,No,3,1,617353
Bachelors,2014,Bangalore,3,28,Male,No,3,1,612469
Bachelors,2014,Bangalore,3,25,Male,No,3,1,498153
Bachelors,2018,New Delhi,3,28,Female,No,3,1,546890
Masters,2017,New Delhi,2,25,Male,Yes,3,1,830581
Masters,2013,New Delhi,3,28,Male,No,2,0,629173
Bachelors,2014,Bangalore,3,26,Male,Yes,4,0,611699
Masters,2017,New Delhi,2,25,Female,No,3,1,1061862
Masters,2013,New Delhi,3,25,Female,No,3,0,613440
Bachelors,2016,Bangalore,3,25,Male,No,3,0,601070
Bachelors,2018,Bangalore,3,24,Male,No,2,1,492103
Masters,2017,New Delhi,2,26,Male,Yes,4,1,813923
Bachelors,2013,Bangalore,3,24,Male,No,2,0,555956
Bachelors,2013,Bangalore,3,28,Male,No,2,0,634828
Masters,2015,Pune,3,28,Female,Yes,2,0,455405
Bachelors,2015,Pune,2,27,Female,Yes,5,1,840039
Masters,2014,Pune,2,27,Female,No,5,0,935201
Bachelors,2017,New Delhi,2,27,Male,No,5,0,960646
Bachelors,2012,Bangalore,3,26,Male,No,4,0,407675
Masters,2015,Pune,1,27,Female,No,5,0,1445108
Bachelors,2013,Bangalore,1,28,Male,No,3,1,1422161
Bachelors,2012,Pune,2,26,Female,No,4,1,1041161
Bachelors,2013,Bangalore,3,27,Male,No,5,0,586714
Masters,2017,New Delhi,2,25,Male,No,3,0,868032
Bachelors,2017,Bangalore,3,27,Male,No,5,0,420850
Bachelors,2012,Bangalore,3,24,Male,No,2,0,417645
Bachelors,2017,New Delhi,3,26,Male,No,4,0,687588
Bachelors,2014,Bangalore,3,28,Female,No,1,1,609677
Bachelors,2015,Bangalore,3,25,Male,No,3,0,477086
Bachelors,2015,Pune,2,28,Female,No,3,1,979734
Bachelors,2017,Bangalore,3,24,Female,No,2,0,613245
Bachelors,2016,Bangalore,3,27,Female,No,5,1,496278
Bachelors,2012,Bangalore,3,25,Male,No,3,0,408189
Masters,2018,Pune,3,25,Male,No,3,1,559036
Bachelors,2015,Pune,3,26,Male,No,4,0,474147
Bachelors,2014,Pune,3,26,Male,No,4,0,556735
PHD,2017,New Delhi,3,27,Male,No,5,0,434847
Bachelors,2012,Bangalore,3,26,Male,No,4,0,544782
Bachelors,2016,Bangalore,3,26,Male,No,4,0,675634
Bachelors,2017,New Delhi,3,28,Female,No,2,0,533552
Bachelors,2014,Pune,3,25,Female,No,3,0,538680
Bachelors,2013,Bangalore,3,28,Male,Yes,3,0,674901
Bachelors,2017,Bangalore,3,25,Male,No,3,0,655047
Bachelors,2018,Bangalore,3,27,Male,No,5,1,529002
Bachelors,2017,Bangalore,3,26,Male,No,4,0,422354
Bachelors,2017,Pune,2,25,Female,No,3,1,1071238
Bachelors,2017,Pune,2,26,Female,No,4,1,875297
Bachelors,2015,Pune,3,28,Male,No,3,0,512377
Masters,2017,Pune,2,26,Male,No,4,1,1073644
Masters,2015,New Delhi,3,28,Female,Yes,2,0,402791
Bachelors,2012,New Delhi,2,25,Male,No,3,1,869040
Bachelors,2016,Bangalore,3,25,Female,No,3,0,430018
Masters,2017,New Delhi,2,26,Female,No,4,0,849361
Bachelors,2014,Bangalore,3,25,Male,No,3,0,618437
Bachelors,2014,Bangalore,3,25,Male,No,3,1,648404
PHD,2018,Bangalore,3,26,Male,No,4,1,569204
Bachelors,2016,Pune,3,26,Male,No,4,0,680968
Bachelors,2014,Bangalore,3,27,Male,No,5,0,430384
Bachelors,2012,Bangalore,3,25,Male,No,3,0,454677
Masters,2012,Pune,2,26,Female,No,4,0,988811
Masters,2016,New Delhi,3,27,Male,No,5,1,557841
PHD,2017,Bangalore,3,28,Male,No,1,0,626858
Bachelors,2014,Bangalore,3,27,Male,No,5,0,652950
Bachelors,2018,Pune,3,26,Male,No,4,1,445949
Bachelors,2018,Bangalore,1,27,Male,No,5,0,1355431
Bachelors,2016,Pune,3,24,Male,No,2,0,546157
Bachelors,2012,Bangalore,3,25,Male,No,3,0,436428
Bachelors,2017,Bangalore,3,27,Male,No,5,0,549882
Bachelors,2016,Bangalore,3,28,Male,No,2,0,683871
Bachelors,2017,New Delhi,2,27,Male,No,5,0,999991
Bachelors,2013,Bangalore,3,25,Male,No,3,0,587055
Bachelors,2013,Bangalore,3,28,Male,No,1,0,522209
Bachelors,2018,Bangalore,3,28,Female,No,3,1,692379
Bachelors,2016,Bangalore,3,27,Male,Yes,5,0,565773
Masters,2015,Pune,2,28,Female,No,3,0,919557
Masters,2015,New Delhi,3,24,Female,No,2,1,600351
Bachelors,2017,New Delhi,3,24,Male,No,2,0,475167
Bachelors,2015,Pune,2,24,Female,No,2,1,958575
Masters,2013,Pune,3,28,Male,No,2,1,630830
Bachelors,2017,Pune,3,27,Female,No,5,1,530217
Bachelors,2014,Pune,3,26,Male,No,4,0,401042
Bachelors,2016,Bangalore,3,26,Male,No,4,0,601051
Bachelors,2014,Pune,1,26,Female,No,4,1,1446255
Bachelors,2015,Pune,3,28,Male,No,3,0,424095
Bachelors,2012,Bangalore,3,26,Male,No,4,0,570932
Bachelors,2017,New Delhi,2,26,Male,No,4,0,1054350
Masters,2017,New Delhi,2,26,Female,No,4,0,1047073
Bachelors,2016,Bangalore,3,26,Male,No,4,1,660504
Bachelors,2013,Bangalore,3,26,Male,Yes,4,0,561228
Bachelors,2014,Bangalore,3,28,Male,No,3,1,625953
Bachelors,2014,New Delhi,3,28,Female,No,3,0,497532
Bachelors,2014,Pune,3,25,Female,No,3,1,445874
Bachelors,2016,Pune,3,28,Male,No,3,0,419803
Masters,2017,Bangalore,3,27,Male,No,5,1,444960
Bachelors,2015,Bangalore,3,25,Male,No,3,0,601773
Bachelors,2014,Pune,3,27,Male,No,5,0,442044
Bachelors,2012,Pune,3,28,Male,No,3,0,683673
Masters,2017,Pune,3,26,Male,No,4,1,543896
Bachelors,2013,Bangalore,3,25,Male,Yes,3,0,557740
Bachelors,2015,Pune,2,28,Female,No,2,1,903123
PHD,2013,Bangalore,1,26,Male,No,4,0,1250624
Masters,2012,Pune,3,27,Male,No,5,1,688571
Bachelors,2016,Bangalore,1,28,Male,No,2,0,1391367
Bachelors,2017,Bangalore,3,27,Male,No,5,0,418762
Bachelors,2017,Bangalore,3,25,Male,No,3,0,543322
Masters,2017,New Delhi,2,24,Female,Yes,2,1,917594
Bachelors,2015,Bangalore,1,25,Female,Yes,3,0,1255778
Bachelors,2018,Bangalore,3,27,Male,No,5,1,529800
Bachelors,2014,Bangalore,3,26,Male,No,4,0,505651
Bachelors,2018,Bangalore,3,26,Male,No,4,1,592943
Bachelors,2015,Pune,2,24,Female,No,2,1,1005701
Bachelors,2018,Bangalore,3,27,Male,No,5,1,450604
Bachelors,2016,Bangalore,3,27,Female,No,5,0,418193
Masters,2016,New Delhi,3,25,Female,No,3,1,525312
Masters,2018,New Delhi,3,26,Male,No,4,1,428651
Bachelors,2018,Bangalore,3,24,Female,No,2,1,627631
Bachelors,2017,New Delhi,2,28,Male,No,3,0,908628
Bachelors,2015,Bangalore,3,27,Male,No,5,0,442299
Bachelors,2017,Bangalore,3,26,Male,No,4,0,655749
Bachelors,2016,Bangalore,3,25,Male,No,3,0,500947
Bachelors,2013,Pune,3,25,Male,No,3,0,464039
Bachelors,2015,Pune,3,25,Female,No,3,1,477388
Bachelors,2014,Bangalore,3,28,Female,No,3,0,535429
Bachelors,2015,Pune,3,24,Male,No,2,0,592647
Bachelors,2016,Bangalore,3,26,Female,No,4,0,530576
Bachelors,2018,Bangalore,1,25,Male,Yes,3,0,1206724
Masters,2017,Pune,2,28,Female,No,1,0,877392
Bachelors,2014,Pune,2,25,Female,No,3,1,1025109
Bachelors,2017,Bangalore,3,25,Male,No,3,0,475641
Bachelors,2016,Bangalore,3,28,Female,No,3,0,545539
Bachelors,2014,Bangalore,3,28,Female,No,2,0,455531
Masters,2017,New Delhi,2,28,Male,No,2,0,913146
Bachelors,2017,New Delhi,2,24,Female,No,2,0,991133
PHD,2013,New Delhi,2,25,Male,No,3,1,867826
Bachelors,2017,Bangalore,3,24,Male,No,2,0,661808
Bachelors,2017,Bangalore,3,26,Female,No,4,0,625356
Bachelors,2015,Bangalore,1,25,Male,No,3,0,1474054
Bachelors,2016,Bangalore,3,26,Female,No,4,0,426682
PHD,2014,New Delhi,3,28,Male,No,2,1,495688
Masters,2018,New Delhi,3,27,Female,No,5,1,547476
Bachelors,2016,New Delhi,3,27,Female,No,5,0,690888
Masters,2017,New Delhi,2,25,Male,No,3,1,847047
Bachelors,2017,Bangalore,3,26,Male,No,4,0,592237
Bachelors,2016,New Delhi,3,27,Female,Yes,5,0,685953
Bachelors,2017,Pune,2,25,Female,No,3,1,865292
Bachelors,2018,Pune,3,28,Female,No,1,1,660705
Bachelors,2014,Bangalore,3,25,Female,No,3,1,536504
Bachelors,2018,Pune,3,28,Male,No,1,1,615321
Bachelors,2017,Bangalore,1,26,Female,No,4,0,1450344
Bachelors,2013,Bangalore,3,24,Male,No,2,1,660139
Bachelors,2012,New Delhi,3,26,Female,No,4,0,531971
Bachelors,2012,Pune,3,25,Male,No,3,0,427459
Masters,2013,New Delhi,2,24,Male,No,2,1,973786
Bachelors,2018,Pune,3,26,Male,No,4,1,672241
Bachelors,2016,New Delhi,3,28,Female,No,2,0,521605
Bachelors,2016,Pune,3,26,Male,No,4,0,693046
Masters,2014,New Delhi,3,24,Male,No,2,0,490406
Bachelors,2013,Bangalore,3,26,Male,No,4,0,639767
Bachelors,2014,Pune,2,26,Female,No,4,1,1015778
Bachelors,2014,Pune,3,25,Male,No,3,0,405612
Bachelors,2013,Pune,3,27,Male,No,5,0,594033
Bachelors,2018,Bangalore,3,27,Male,No,5,1,462013
Bachelors,2015,Bangalore,3,25,Female,No,3,1,684690
Bachelors,2016,Pune,3,26,Male,No,4,0,661344
Bachelors,2015,Pune,2,27,Female,No,5,1,908171
Bachelors,2017,Bangalore,3,26,Male,No,4,0,648749
Masters,2017,Pune,2,26,Female,No,4,0,941152
Bachelors,2017,New Delhi,3,27,Female,Yes,5,0,455646
Masters,2017,Pune,1,24,Male,No,2,0,1268944
Masters,2017,New Delhi,2,26,Female,No,4,0,1008427
Bachelors,2015,Bangalore,3,27,Male,Yes,5,0,489090
Bachelors,2015,Bangalore,3,26,Male,No,4,0,505844
Masters,2017,Pune,2,24,Male,No,2,1,980312
Bachelors,2017,Bangalore,3,26,Female,No,4,0,500573
Bachelors,2014,Bangalore,3,26,Male,No,4,0,667721
Bachelors,2015,Bangalore,3,28,Male,Yes,1,1,641766
Masters,2017,New Delhi,2,24,Male,No,2,0,1075022
Bachelors,2013,Pune,2,25,Female,No,3,1,951359
Masters,2013,Bangalore,3,27,Male,No,5,1,515837
Bachelors,2017,Bangalore,3,27,Male,No,5,0,466204
Bachelors,2015,New Delhi,2,28,Female,Yes,2,1,1051870
Bachelors,2014,Pune,2,24,Female,No,2,1,873859
Bachelors,2016,Pune,2,27,Female,No,5,1,1004534
Bachelors,2017,Bangalore,3,27,Female,No,5,0,592499
Bachelors,2016,Bangalore,3,26,Male,No,4,0,564197
Bachelors,2015,Pune,2,27,Male,No,5,0,997619
Bachelors,2015,Bangalore,3,26,Male,No,4,0,437296
Bachelors,2018,Bangalore,3,27,Male,Yes,5,1,584247
Bachelors,2016,Bangalore,3,24,Male,No,2,0,447859
Bachelors,2014,Bangalore,3,24,Male,No,2,0,616314
Bachelors,2013,New Delhi,2,24,Female,No,2,1,887510
Bachelors,2012,Bangalore,3,26,Female,No,4,0,483626
Bachelors,2015,Pune,2,28,Female,Yes,2,1,1025829
Bachelors,2018,Bangalore,3,26,Male,No,4,1,470258
Bachelors,2016,Bangalore,3,24,Female,No,2,0,584706
Masters,2017,Pune,3,24,Male,No,2,1,433452
Masters,2016,Pune,3,24,Male,No,2,0,569498
Bachelors,2013,Bangalore,3,28,Male,Yes,1,1,668279
Bachelors,2015,Bangalore,1,28,Female,No,1,0,1293612
PHD,2018,Bangalore,3,24,Female,No,2,1,492655
Bachelors,2016,Bangalore,3,26,Male,Yes,4,0,524321
Bachelors,2013,Bangalore,3,27,Male,No,5,0,693610
Bachelors,2013,Bangalore,3,25,Male,No,3,1,424448
Masters,2016,New Delhi,3,24,Male,No,2,1,655104
Bachelors,2017,New Delhi,1,25,Female,No,3,0,1380994
Bachelors,2013,Bangalore,3,28,Male,No,3,0,656832
Bachelors,2018,Bangalore,3,28,Male,No,1,1,685958
Bachelors,2017,Bangalore,3,24,Male,No,2,0,684699
Masters,2014,New Delhi,3,24,Male,No,2,1,465999
PHD,2012,New Delhi,3,24,Male,No,2,0,502037
Bachelors,2017,Bangalore,3,25,Female,No,3,0,648959
Masters,2014,New Delhi,3,27,Male,No,5,0,631106
Bachelors,2015,Bangalore,3,27,Female,No,5,0,689596
Bachelors,2014,Pune,3,25,Male,No,3,1,494680
Bachelors,2012,Bangalore,3,28,Male,No,3,0,513457
Bachelors,2012,Bangalore,3,25,Female,No,3,0,698361
Bachelors,2015,Bangalore,3,24,Female,No,2,0,648410
Bachelors,2013,Pune,3,27,Male,No,5,0,451197
Bachelors,2013,Bangalore,3,26,Female,No,4,0,698657
Bachelors,2012,Pune,2,26,Male,No,4,0,956545
Masters,2017,Bangalore,3,28,Female,No,3,1,438086
Bachelors,2015,Bangalore,3,25,Male,No,3,1,443203
Bachelors,2012,Bangalore,3,28,Female,No,2,0,413787
Bachelors,2017,Pune,2,26,Female,No,4,1,874967
Bachelors,2012,Bangalore,3,27,Female,No,5,0,402539
Masters,2016,New Delhi,3,28,Male,No,1,0,660275
Bachelors,2015,Pune,2,28,Female,No,1,1,834619
Masters,2017,Pune,3,24,Male,No,2,1,446766
Bachelors,2015,Pune,2,25,Female,No,3,1,887635
Bachelors,2014,Bangalore,3,24,Male,No,2,0,653893
Bachelors,2016,Bangalore,3,28,Male,No,3,0,477791
Bachelors,2016,New Delhi,3,25,Female,Yes,3,0,667946
Masters,2015,New Delhi,3,26,Male,No,4,1,506535
Masters,2015,New Delhi,3,28,Female,No,3,0,504244
Bachelors,2013,New Delhi,1,24,Female,No,2,1,1398025
Bachelors,2014,Bangalore,3,24,Male,No,2,0,539318
Bachelors,2018,Bangalore,3,26,Male,No,4,1,472080
Bachelors,2013,Bangalore,3,26,Male,No,4,0,420946
Bachelors,2015,New Delhi,3,25,Female,No,3,1,411896
Bachelors,2017,New Delhi,3,28,Male,No,2,0,681683
Bachelors,2016,Pune,1,25,Female,No,3,1,1495405
Masters,2013,New Delhi,3,25,Male,Yes,3,1,667511
Bachelors,2017,Bangalore,3,24,Female,No,2,0,585463
Masters,2013,New Delhi,3,25,Female,No,3,1,577677
Bachelors,2013,Bangalore,1,28,Female,No,2,0,1222764
Masters,2014,Bangalore,3,27,Female,No,5,1,500759
Bachelors,2013,Bangalore,3,26,Male,No,4,0,564500
Bachelors,2016,Bangalore,3,25,Male,No,3,0,607600
Bachelors,2015,Pune,2,26,Female,Yes,4,1,1043512
Bachelors,2017,New Delhi,3,25,Male,No,3,0,404055
Bachelors,2013,Bangalore,3,26,Male,No,4,0,476276
Bachelors,2013,Pune,2,27,Male,Yes,5,0,956492
Bachelors,2015,Pune,2,25,Female,No,3,1,1042704
Bachelors,2016,Bangalore,3,25,Male,Yes,3,0,457017
Bachelors,2017,Bangalore,3,25,Male,No,3,1,695625
Bachelors,2016,Pune,3,28,Male,No,1,0,516370
Bachelors,2018,Bangalore,3,24,Male,No,2,1,671506
Masters,2015,Pune,3,28,Female,No,3,0,489088
Bachelors,2017,Bangalore,3,26,Male,No,4,0,434462
Masters,2017,Pune,2,26,Male,No,4,1,813195
Bachelors,2017,New Delhi,2,27,Female,No,5,0,1091100
Bachelors,2013,Pune,2,26,Female,No,4,1,1010440
Bachelors,2012,Bangalore,3,24,Male,No,2,0,694386
Bachelors,2013,New Delhi,3,28,Female,Yes,3,0,420076
Masters,2015,Pune,2,24,Female,No,2,0,826748
Bachelors,2016,Bangalore,3,25,Male,No,3,0,402563
Masters,2017,New Delhi,2,25,Male,No,3,1,1006419
Bachelors,2016,Bangalore,3,26,Male,No,4,0,579189
Bachelors,2013,Bangalore,3,24,Male,No,2,0,616705
Bachelors,2012,Pune,2,25,Male,No,3,1,1014017
Bachelors,2014,Bangalore,3,24,Male,No,2,0,420375
Bachelors,2017,Bangalore,3,27,Female,No,5,1,463186
Bachelors,2017,New Delhi,3,27,Female,No,5,0,508011
Bachelors,2013,Pune,3,27,Male,No,5,0,459978
Bachelors,2015,Pune,2,24,Female,Yes,2,1,878528
Bachelors,2017,Bangalore,3,24,Female,Yes,2,0,541838
PHD,2015,New Delhi,3,28,Female,No,1,0,427971
Bachelors,2017,Bangalore,3,27,Male,No,5,0,658224
Masters,2017,New Delhi,2,28,Female,No,2,0,1068691
Bachelors,2017,New Delhi,2,25,Female,No,3,0,974423
Bachelors,2014,Pune,2,25,Female,No,3,1,858206
Bachelors,2016,New Delhi,3,28,Female,Yes,3,0,433734
Bachelors,2015,Pune,2,27,Female,No,5,1,1061086
Masters,2017,Pune,2,25,Male,No,3,1,822051
Masters,2017,Bangalore,2,25,Female,Yes,3,1,868404
Bachelors,2017,Bangalore,3,24,Female,No,2,1,637333
Bachelors,2013,Bangalore,3,26,Female,No,4,0,556847
Bachelors,2018,Bangalore,3,24,Male,Yes,2,1,504074
Bachelors,2016,New Delhi,3,28,Male,No,1,0,627724
Masters,2017,New Delhi,2,24,Male,No,2,1,802992
Bachelors,2017,Bangalore,3,25,Male,No,3,0,477524
Bachelors,2017,Bangalore,3,25,Male,No,3,0,463711
Bachelors,2017,Bangalore,3,24,Male,No,2,1,527691
Masters,2014,New Delhi,3,25,Female,No,3,1,543189
Bachelors,2012,Bangalore,3,27,Female,No,5,0,400692
Bachelors,2012,New Delhi,3,27,Female,No,5,0,590643
Bachelors,2017,Bangalore,3,28,Male,No,2,1,487505
Bachelors,2012,Bangalore,3,28,Male,Yes,3,1,669278
Bachelors,2012,Pune,3,28,Female,No,2,0,504675
Bachelors,2018,Bangalore,3,24,Female,No,2,1,645735
PHD,2016,New Delhi,3,24,Female,No,2,0,416350
Masters,2017,New Delhi,2,27,Female,No,5,1,953709
Masters,2013,New Delhi,2,27,Female,No,5,1,842241
Bachelors,2015,Bangalore,3,26,Female,No,4,0,580763
Masters,2015,New Delhi,3,28,Female,No,1,1,655841
Bachelors,2014,Bangalore,3,27,Male,No,5,0,692322
Bachelors,2013,New Delhi,3,25,Female,No,3,0,681615
Bachelors,2015,Bangalore,3,26,Female,No,4,1,505941
Bachelors,2012,Pune,3,24,Male,No,2,0,417691
Bachelors,2012,Bangalore,3,26,Female,No,4,0,559711
Masters,2015,Pune,2,25,Female,No,3,1,998450
Bachelors,2013,New Delhi,3,24,Male,No,2,0,672356
Masters,2017,New Delhi,2,27,Female,No,5,0,998761
Masters,2017,Pune,2,26,Male,No,4,0,989463
Bachelors,2014,Pune,3,27,Male,No,5,0,437160
Bachelors,2018,Bangalore,3,25,Male,No,3,1,498353
Bachelors,2014,Bangalore,3,25,Female,No,3,0,544763
Bachelors,2013,Pune,2,27,Female,No,5,1,948239
Bachelors,2015,Pune,3,26,Male,No,4,0,412291
Bachelors,2017,Pune,2,24,Male,No,2,1,1052740
Masters,2017,New Delhi,2,26,Male,No,4,1,928292
Bachelors,2013,Pune,2,25,Male,Yes,3,1,958100
Masters,2017,New Delhi,2,25,Female,No,3,1,827003
Bachelors,2013,Pune,3,26,Female,Yes,4,0,448001
Bachelors,2014,Pune,3,28,Male,No,2,0,659009
Bachelors,2016,New Delhi,3,27,Female,No,5,0,525225
Bachelors,2017,New Delhi,2,28,Male,No,1,0,958256
Masters,2014,New Delhi,3,27,Male,No,5,0,488015
Bachelors,2014,New Delhi,3,28,Female,No,1,0,425312
Bachelors,2015,Bangalore,3,27,Male,No,5,1,641772
Bachelors,2015,Bangalore,3,24,Male,No,2,1,691361
Bachelors,2018,Bangalore,3,24,Male,No,2,1,459624
Bachelors,2013,Pune,3,26,Male,No,4,0,667364
Bachelors,2012,Bangalore,3,28,Female,No,2,0,529662
Masters,2017,Pune,2,26,Male,No,4,0,975145
Masters,2017,New Delhi,2,25,Male,No,3,1,859967
Bachelors,2016,New Delhi,3,27,Female,No,5,0,566540
Bachelors,2012,Bangalore,3,26,Male,No,4,0,645470
Bachelors,2015,Pune,3,25,Male,No,3,0,615063
Bachelors,2012,New Delhi,3,26,Female,Yes,4,0,603963
Masters,2014,Bangalore,3,27,Male,No,5,1,502904
Masters,2017,New Delhi,2,26,Male,No,4,0,943643
Masters,2012,New Delhi,3,26,Male,No,4,1,454954
Bachelors,2015,Pune,2,26,Female,No,4,1,894015
Masters,2014,New Delhi,3,25,Male,No,3,0,580513
Bachelors,2015,Bangalore,3,28,Male,Yes,2,0,670730
Masters,2012,Pune,3,27,Male,No,5,1,517614
Bachelors,2017,Bangalore,2,27,Male,No,5,0,1077390
Bachelors,2016,Bangalore,3,24,Male,No,2,0,642430
Bachelors,2017,Bangalore,3,27,Male,No,5,0,548099
Bachelors,2014,Bangalore,3,26,Male,No,4,1,428796
Bachelors,2017,Bangalore,3,24,Female,No,2,0,566876
Bachelors,2017,Bangalore,3,28,Male,No,1,0,669930
Bachelors,2014,Bangalore,3,26,Male,No,4,1,514381
Bachelors,2018,Bangalore,3,28,Female,No,3,1,416531
Bachelors,2014,New Delhi,3,24,Female,No,2,0,616549
Bachelors,2017,Bangalore,1,27,Male,No,5,0,1429236
Bachelors,2015,New Delhi,3,24,Female,No,2,0,683919
Bachelors,2017,Bangalore,3,27,Male,No,5,0,663781
Bachelors,2017,Pune,3,28,Male,No,3,0,603946
Bachelors,2014,Bangalore,3,25,Male,No,3,0,573320
Bachelors,2017,Bangalore,3,25,Female,No,3,0,571067
Bachelors,2018,Bangalore,3,25,Male,No,3,1,590250
Bachelors,2013,Bangalore,3,28,Female,No,3,0,673432
Bachelors,2017,New Delhi,3,27,Male,No,5,0,550056
Bachelors,2013,Bangalore,3,27,Male,No,5,0,488095
Masters,2017,New Delhi,2,26,Female,No,4,1,1098427
Bachelors,2014,Bangalore,3,24,Male,No,2,0,464073
Bachelors,2017,Pune,3,27,Male,No,5,0,602627
Bachelors,2012,Pune,3,27,Male,No,5,0,639515
Bachelors,2017,Pune,3,24,Male,No,2,0,640005
Bachelors,2014,Bangalore,3,25,Male,No,3,0,530761
Bachelors,2014,Bangalore,3,28,Male,No,3,0,593849
Bachelors,2018,Bangalore,3,26,Male,No,4,1,667331
Masters,2017,Bangalore,3,28,Male,No,1,1,653564
Bachelors,2018,Bangalore,3,27,Male,Yes,5,1,542954
Bachelors,2017,Bangalore,3,28,Male,Yes,1,0,637555
Bachelors,2016,Bangalore,3,25,Male,No,3,0,594075
Bachelors,2013,Pune,3,24,Female,No,2,0,504278
Bachelors,2018,New Delhi,3,25,Female,No,3,1,643646
Bachelors,2014,Bangalore,3,24,Female,No,2,0,649909
Bachelors,2012,Bangalore,3,26,Male,No,4,0,602235
Masters,2013,New Delhi,1,24,Female,No,2,0,1218671
Masters,2013,New Delhi,1,24,Male,Yes,2,1,1414052
Bachelors,2014,Bangalore,3,26,Male,No,4,0,586719
Bachelors,2017,Bangalore,3,27,Male,No,5,0,544717
Bachelors,2017,New Delhi,2,25,Male,No,3,0,1074088
